"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Estimate","","21,781,128","10,714,520","11,066,608","96.8","1,091,954","1,146,199","1,291,404","1,245,029","1,244,420","2,738,541","2,728,862","2,717,108","1,468,809","1,509,806","2,593,260","1,472,982","532,754","42.8","4,287,823","18,010,659","17,493,305","16,753,101","5,483,858","4,598,996","17,493,305","8,517,071","8,976,234","94.9","4,598,996","2,093,608","2,505,388","83.6","","21,781,128","17,616,088","4,165,040","17,616,088","12,210,739","3,285,618","63,540","3,760","907","261","173","620,260","179,497","96,347","119,455","16,589","26,280","92,610","89,482","12,453","3,245","3,040","1,335","4,833","1,423,478","4,165,040","252,407","117,855","118,372","23,551","","21,781,128","16,145,142","3,848,174","310,535","822,675","45,616","4,977,435","","21,781,128","5,830,915","785,184","1,176,465","1,541,559","2,327,707","15,950,213","11,139,831","3,186,335","20,354","605,613","10,500","148,780","838,800","273,334","565,466","10,054,509","","15,855,982","7,678,891","8,177,091"
"    Percent","","21,781,128","49.2%","50.8%","(X)","5.0%","5.3%","5.9%","5.7%","5.7%","12.6%","12.5%","12.5%","6.7%","6.9%","11.9%","6.8%","2.4%","(X)","19.7%","82.7%","80.3%","76.9%","25.2%","21.1%","17,493,305","48.7%","51.3%","(X)","4,598,996","45.5%","54.5%","(X)","","21,781,128","80.9%","19.1%","80.9%","56.1%","15.1%","0.3%","0.0%","0.0%","0.0%","0.0%","2.8%","0.8%","0.4%","0.5%","0.1%","0.1%","0.4%","0.4%","0.1%","0.0%","0.0%","0.0%","0.0%","6.5%","19.1%","1.2%","0.5%","0.5%","0.1%","","21,781,128","74.1%","17.7%","1.4%","3.8%","0.2%","22.9%","","21,781,128","26.8%","3.6%","5.4%","7.1%","10.7%","73.2%","51.1%","14.6%","0.1%","2.8%","0.0%","0.7%","3.9%","1.3%","2.6%","(X)","","15,855,982","48.4%","51.6%"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","10,799,566","5,270,144","5,529,422","95.3","625,969","665,082","777,105","771,330","725,809","1,464,846","1,448,368","1,398,844","679,360","657,166","996,941","449,356","139,390","37.5","2,522,124","8,575,918","8,277,442","7,812,956","1,963,519","1,585,687","8,277,442","3,973,864","4,303,578","92.3","1,585,687","696,444","889,243","78.3","","10,799,566","9,854,045","945,521","9,854,045","5,602,328","3,323,900","53,642","6,824","202","236","179","465,880","165,041","64,380","34,062","10,554","64,100","65,019","62,724","5,453","1,850","1,403","1,111","1,089","402,842","945,521","146,695","112,442","58,720","26,600","","10,799,566","6,427,324","3,607,865","256,025","568,011","24,193","940,545","","10,799,566","1,083,524","553,892","131,779","34,275","363,578","9,716,042","5,424,226","3,283,699","18,480","462,008","4,509","55,060","468,060","73,540","394,520","4,475,242","","7,786,111","3,721,152","4,064,959"
"    Percent","","10,799,566","48.8%","51.2%","(X)","5.8%","6.2%","7.2%","7.1%","6.7%","13.6%","13.4%","13.0%","6.3%","6.1%","9.2%","4.2%","1.3%","(X)","23.4%","79.4%","76.6%","72.3%","18.2%","14.7%","8,277,442","48.0%","52.0%","(X)","1,585,687","43.9%","56.1%","(X)","","10,799,566","91.2%","8.8%","91.2%","51.9%","30.8%","0.5%","0.1%","0.0%","0.0%","0.0%","4.3%","1.5%","0.6%","0.3%","0.1%","0.6%","0.6%","0.6%","0.1%","0.0%","0.0%","0.0%","0.0%","3.7%","8.8%","1.4%","1.0%","0.5%","0.2%","","10,799,566","59.5%","33.4%","2.4%","5.3%","0.2%","8.7%","","10,799,566","10.0%","5.1%","1.2%","0.3%","3.4%","90.0%","50.2%","30.4%","0.2%","4.3%","0.0%","0.5%","4.3%","0.7%","3.7%","(X)","","7,786,111","47.8%","52.2%"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,441,553","725,604","715,949","101.3","81,220","83,657","91,875","76,899","86,215","197,767","190,893","169,360","88,407","92,693","162,556","84,391","35,620","40.2","304,201","1,166,220","1,137,352","1,091,307","337,598","282,567","1,137,352","567,757","569,595","99.7","282,567","129,620","152,947","84.7","","1,441,553","1,062,092","379,461","1,062,092","319,677","28,484","4,837","667","0","623","0","536,161","2,664","60,323","213,337","166,881","24,032","12,541","56,383","145,556","90,370","2,269","14,595","38,322","27,377","379,461","4,920","9,396","73,880","1,116","","1,441,553","617,903","52,774","40,944","814,349","380,825","86,483","","1,441,553","160,134","52,485","51,633","1,828","54,188","1,281,419","299,546","26,145","1,420","525,498","138,601","4,605","285,604","7,880","277,724","564,878","","1,044,019","526,988","517,031"
"    Percent","","1,441,553","50.3%","49.7%","(X)","5.6%","5.8%","6.4%","5.3%","6.0%","13.7%","13.2%","11.7%","6.1%","6.4%","11.3%","5.9%","2.5%","(X)","21.1%","80.9%","78.9%","75.7%","23.4%","19.6%","1,137,352","49.9%","50.1%","(X)","282,567","45.9%","54.1%","(X)","","1,441,553","73.7%","26.3%","73.7%","22.2%","2.0%","0.3%","0.0%","0.0%","0.0%","0.0%","37.2%","0.2%","4.2%","14.8%","11.6%","1.7%","0.9%","3.9%","10.1%","6.3%","0.2%","1.0%","2.7%","1.9%","26.3%","0.3%","0.7%","5.1%","0.1%","","1,441,553","42.9%","3.7%","2.8%","56.5%","26.4%","6.0%","","1,441,553","11.1%","3.6%","3.6%","0.1%","3.8%","88.9%","20.8%","1.8%","0.1%","36.5%","9.6%","0.3%","19.8%","0.5%","19.3%","(X)","","1,044,019","50.5%","49.5%"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,900,923","954,313","946,610","100.8","113,051","129,930","142,097","138,443","119,836","246,440","253,434","216,442","109,604","117,636","194,545","89,135","30,330","37.3","469,986","1,484,932","1,430,937","1,354,704","384,096","314,010","1,430,937","713,885","717,052","99.6","314,010","149,390","164,620","90.7","","1,900,923","1,722,992","177,931","1,722,992","1,548,085","14,235","23,990","3,001","176","457","308","26,001","4,594","4,357","3,555","2,605","1,923","3,209","5,758","1,729","621","372","391","345","108,952","177,931","7,054","27,494","16,485","94","","1,900,923","1,720,408","24,514","61,299","48,426","7,757","227,852","","1,900,923","251,916","205,294","5,873","2,221","38,528","1,649,007","1,495,476","13,675","13,554","25,849","1,729","14,632","84,092","32,829","51,263","775,330","","1,373,714","684,575","689,139"
"    Percent","","1,900,923","50.2%","49.8%","(X)","5.9%","6.8%","7.5%","7.3%","6.3%","13.0%","13.3%","11.4%","5.8%","6.2%","10.2%","4.7%","1.6%","(X)","24.7%","78.1%","75.3%","71.3%","20.2%","16.5%","1,430,937","49.9%","50.1%","(X)","314,010","47.6%","52.4%","(X)","","1,900,923","90.6%","9.4%","90.6%","81.4%","0.7%","1.3%","0.2%","0.0%","0.0%","0.0%","1.4%","0.2%","0.2%","0.2%","0.1%","0.1%","0.2%","0.3%","0.1%","0.0%","0.0%","0.0%","0.0%","5.7%","9.4%","0.4%","1.4%","0.9%","0.0%","","1,900,923","90.5%","1.3%","3.2%","2.5%","0.4%","12.0%","","1,900,923","13.3%","10.8%","0.3%","0.1%","2.0%","86.7%","78.7%","0.7%","0.7%","1.4%","0.1%","0.8%","4.4%","1.7%","2.7%","(X)","","1,373,714","49.8%","50.2%"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","12,671,469","6,264,364","6,407,105","97.8","703,551","786,184","805,013","843,352","802,672","1,705,429","1,684,439","1,586,115","820,153","831,252","1,263,043","611,321","228,945","39.0","2,800,177","10,203,044","9,871,292","9,374,318","2,587,525","2,103,309","9,871,292","4,831,101","5,040,191","95.9","2,103,309","935,240","1,168,069","80.1","","12,671,469","11,264,999","1,406,470","11,264,999","7,770,962","1,722,604","84,713","3,010","598","2,679","401","728,531","252,255","125,230","132,497","16,509","63,222","26,452","112,366","5,780","2,671","132","1,559","1,418","952,409","1,406,470","115,111","98,044","91,368","16,412","","12,671,469","9,095,983","1,928,227","263,088","857,730","16,201","1,998,448","","12,671,469","2,277,330","1,757,306","206,062","26,856","287,106","10,394,139","7,467,855","1,696,453","12,711","721,215","3,292","62,103","430,510","96,238","334,272","5,440,294","","9,087,338","4,422,882","4,664,456"
"    Percent","","12,671,469","49.4%","50.6%","(X)","5.6%","6.2%","6.4%","6.7%","6.3%","13.5%","13.3%","12.5%","6.5%","6.6%","10.0%","4.8%","1.8%","(X)","22.1%","80.5%","77.9%","74.0%","20.4%","16.6%","9,871,292","48.9%","51.1%","(X)","2,103,309","44.5%","55.5%","(X)","","12,671,469","88.9%","11.1%","88.9%","61.3%","13.6%","0.7%","0.0%","0.0%","0.0%","0.0%","5.7%","2.0%","1.0%","1.0%","0.1%","0.5%","0.2%","0.9%","0.0%","0.0%","0.0%","0.0%","0.0%","7.5%","11.1%","0.9%","0.8%","0.7%","0.1%","","12,671,469","71.8%","15.2%","2.1%","6.8%","0.1%","15.8%","","12,671,469","18.0%","13.9%","1.6%","0.2%","2.3%","82.0%","58.9%","13.4%","0.1%","5.7%","0.0%","0.5%","3.4%","0.8%","2.6%","(X)","","9,087,338","48.7%","51.3%"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,805,985","3,374,931","3,431,054","98.4","408,030","427,997","469,282","472,765","468,280","882,725","871,732","818,064","423,628","447,903","684,786","313,800","116,993","38.2","1,585,398","5,401,077","5,220,587","4,933,998","1,373,071","1,115,579","5,220,587","2,560,657","2,659,930","96.3","1,115,579","499,216","616,363","81.0","","6,805,985","6,303,966","502,019","6,303,966","5,308,520","601,428","19,174","3,640","227","139","328","162,321","43,231","29,309","14,646","5,392","9,085","6,795","53,863","1,687","N","N","N","N","210,836","502,019","95,165","88,053","32,247","5,136","","6,805,985","5,786,317","731,678","132,837","205,442","9,255","471,870","","6,805,985","518,001","356,501","53,576","7,028","100,896","6,287,984","5,215,156","595,406","9,302","161,434","1,425","25,920","279,341","47,490","231,851","2,950,121","","5,030,200","2,457,902","2,572,298"
"    Percent","","6,805,985","49.6%","50.4%","(X)","6.0%","6.3%","6.9%","6.9%","6.9%","13.0%","12.8%","12.0%","6.2%","6.6%","10.1%","4.6%","1.7%","(X)","23.3%","79.4%","76.7%","72.5%","20.2%","16.4%","5,220,587","49.0%","51.0%","(X)","1,115,579","44.7%","55.3%","(X)","","6,805,985","92.6%","7.4%","92.6%","78.0%","8.8%","0.3%","0.1%","0.0%","0.0%","0.0%","2.4%","0.6%","0.4%","0.2%","0.1%","0.1%","0.1%","0.8%","0.0%","N","N","N","N","3.1%","7.4%","1.4%","1.3%","0.5%","0.1%","","6,805,985","85.0%","10.8%","2.0%","3.0%","0.1%","6.9%","","6,805,985","7.6%","5.2%","0.8%","0.1%","1.5%","92.4%","76.6%","8.7%","0.1%","2.4%","0.0%","0.4%","4.1%","0.7%","3.4%","(X)","","5,030,200","48.9%","51.1%"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,193,079","1,603,267","1,589,812","100.8","187,257","201,486","216,296","225,888","224,891","390,807","408,966","355,466","194,787","219,654","338,725","159,799","69,057","38.5","736,984","2,543,525","2,456,095","2,309,493","694,821","567,581","2,456,095","1,220,432","1,235,663","98.8","567,581","259,870","307,711","84.5","","3,193,079","2,976,977","216,102","2,976,977","2,696,700","115,173","15,288","710","500","111","2,015","75,373","12,733","9,282","6,446","733","8,042","6,992","31,145","4,859","N","N","N","N","69,584","216,102","34,132","29,211","17,597","1,400","","3,193,079","2,902,511","163,204","56,020","98,950","9,166","192,866","","3,193,079","212,306","153,858","8,136","3,597","46,715","2,980,773","2,649,470","112,210","8,550","74,014","4,739","10,257","121,533","31,260","90,273","1,426,039","","2,379,570","1,177,892","1,201,678"
"    Percent","","3,193,079","50.2%","49.8%","(X)","5.9%","6.3%","6.8%","7.1%","7.0%","12.2%","12.8%","11.1%","6.1%","6.9%","10.6%","5.0%","2.2%","(X)","23.1%","79.7%","76.9%","72.3%","21.8%","17.8%","2,456,095","49.7%","50.3%","(X)","567,581","45.8%","54.2%","(X)","","3,193,079","93.2%","6.8%","93.2%","84.5%","3.6%","0.5%","0.0%","0.0%","0.0%","0.1%","2.4%","0.4%","0.3%","0.2%","0.0%","0.3%","0.2%","1.0%","0.2%","N","N","N","N","2.2%","6.8%","1.1%","0.9%","0.6%","0.0%","","3,193,079","90.9%","5.1%","1.8%","3.1%","0.3%","6.0%","","3,193,079","6.6%","4.8%","0.3%","0.1%","1.5%","93.4%","83.0%","3.5%","0.3%","2.3%","0.1%","0.3%","3.8%","1.0%","2.8%","(X)","","2,379,570","49.5%","50.5%"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,934,582","1,474,610","1,459,972","101.0","177,567","192,659","209,418","209,868","202,937","376,531","378,985","326,873","175,846","194,222","294,549","139,386","55,741","37.3","702,206","2,315,379","2,232,376","2,104,009","605,126","489,676","2,232,376","1,109,897","1,122,479","98.9","489,676","221,867","267,809","82.8","","2,934,582","2,623,678","310,904","2,623,678","2,230,826","154,732","21,670","3,512","132","258","672","85,422","21,924","13,775","6,240","1,497","4,966","15,037","21,983","1,767","N","N","N","N","129,261","310,904","44,758","48,555","18,369","5,896","","2,934,582","2,526,216","221,163","92,417","110,497","6,222","309,313","","2,934,582","373,723","286,245","19,621","3,566","64,291","2,560,859","2,152,951","151,031","10,692","83,866","1,767","12,435","148,117","29,193","118,924","1,284,353","","2,128,111","1,053,177","1,074,934"
"    Percent","","2,934,582","50.2%","49.8%","(X)","6.1%","6.6%","7.1%","7.2%","6.9%","12.8%","12.9%","11.1%","6.0%","6.6%","10.0%","4.7%","1.9%","(X)","23.9%","78.9%","76.1%","71.7%","20.6%","16.7%","2,232,376","49.7%","50.3%","(X)","489,676","45.3%","54.7%","(X)","","2,934,582","89.4%","10.6%","89.4%","76.0%","5.3%","0.7%","0.1%","0.0%","0.0%","0.0%","2.9%","0.7%","0.5%","0.2%","0.1%","0.2%","0.5%","0.7%","0.1%","N","N","N","N","4.4%","10.6%","1.5%","1.7%","0.6%","0.2%","","2,934,582","86.1%","7.5%","3.1%","3.8%","0.2%","10.5%","","2,934,582","12.7%","9.8%","0.7%","0.1%","2.2%","87.3%","73.4%","5.1%","0.4%","2.9%","0.1%","0.4%","5.0%","1.0%","4.1%","(X)","","2,128,111","49.5%","50.5%"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,509,394","2,229,328","2,280,066","97.8","259,278","278,095","299,116","306,094","288,944","582,979","573,400","552,306","298,504","302,262","475,760","217,019","75,637","39.1","1,015,455","3,612,858","3,493,939","3,307,289","948,336","768,416","3,493,939","1,709,041","1,784,898","95.8","768,416","344,356","424,060","81.2","","4,509,394","4,223,397","285,997","4,223,397","3,756,439","324,634","10,357","2,094","622","65","434","64,314","15,778","8,529","6,667","2,907","5,014","5,028","20,391","4,988","1,021","498","449","3,020","62,665","285,997","56,540","73,696","18,986","5,064","","4,509,394","4,028,761","406,188","105,381","92,590","8,685","177,356","","4,509,394","176,747","92,409","15,548","21,341","47,449","4,332,647","3,727,280","320,130","7,302","63,041","4,458","14,017","196,419","27,847","168,572","2,008,227","","3,405,618","1,661,952","1,743,666"
"    Percent","","4,509,394","49.4%","50.6%","(X)","5.7%","6.2%","6.6%","6.8%","6.4%","12.9%","12.7%","12.2%","6.6%","6.7%","10.6%","4.8%","1.7%","(X)","22.5%","80.1%","77.5%","73.3%","21.0%","17.0%","3,493,939","48.9%","51.1%","(X)","768,416","44.8%","55.2%","(X)","","4,509,394","93.7%","6.3%","93.7%","83.3%","7.2%","0.2%","0.0%","0.0%","0.0%","0.0%","1.4%","0.3%","0.2%","0.1%","0.1%","0.1%","0.1%","0.5%","0.1%","0.0%","0.0%","0.0%","0.1%","1.4%","6.3%","1.3%","1.6%","0.4%","0.1%","","4,509,394","89.3%","9.0%","2.3%","2.1%","0.2%","3.9%","","4,509,394","3.9%","2.0%","0.3%","0.5%","1.1%","96.1%","82.7%","7.1%","0.2%","1.4%","0.1%","0.3%","4.4%","0.6%","3.7%","(X)","","3,405,618","48.8%","51.2%"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,624,047","2,260,866","2,363,181","95.7","281,958","296,065","320,217","302,036","306,585","610,641","621,977","527,337","288,103","302,798","476,748","214,911","74,671","38.0","1,082,043","3,663,069","3,542,004","3,354,571","943,867","766,330","3,542,004","1,709,923","1,832,081","93.3","766,330","340,887","425,443","80.1","","4,624,047","4,312,158","311,889","4,312,158","2,675,200","1,441,645","23,926","N","N","N","N","80,506","9,352","10,733","7,011","1,297","3,549","29,580","18,984","3,652","N","N","N","N","87,229","311,889","49,029","47,874","15,991","10,992","","4,624,047","2,953,186","1,532,955","100,148","106,668","6,833","259,545","","4,624,047","256,086","68,788","13,329","11,313","162,656","4,367,961","2,630,665","1,434,334","17,493","79,424","3,554","19,495","182,996","43,331","139,665","2,093,387","","3,439,830","1,656,382","1,783,448"
"    Percent","","4,624,047","48.9%","51.1%","(X)","6.1%","6.4%","6.9%","6.5%","6.6%","13.2%","13.5%","11.4%","6.2%","6.5%","10.3%","4.6%","1.6%","(X)","23.4%","79.2%","76.6%","72.5%","20.4%","16.6%","3,542,004","48.3%","51.7%","(X)","766,330","44.5%","55.5%","(X)","","4,624,047","93.3%","6.7%","93.3%","57.9%","31.2%","0.5%","N","N","N","N","1.7%","0.2%","0.2%","0.2%","0.0%","0.1%","0.6%","0.4%","0.1%","N","N","N","N","1.9%","6.7%","1.1%","1.0%","0.3%","0.2%","","4,624,047","63.9%","33.2%","2.2%","2.3%","0.1%","5.6%","","4,624,047","5.5%","1.5%","0.3%","0.2%","3.5%","94.5%","56.9%","31.0%","0.4%","1.7%","0.1%","0.4%","4.0%","0.9%","3.0%","(X)","","3,439,830","48.2%","51.8%"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,372,247","673,483","698,764","96.4","61,034","69,073","73,257","76,221","77,584","165,666","167,449","170,699","103,180","110,983","183,971","84,068","29,062","44.7","249,675","1,155,699","1,122,572","1,073,239","360,627","297,101","1,122,572","546,431","576,141","94.8","297,101","137,231","159,870","85.8","","1,372,247","1,296,370","75,877","1,296,370","1,241,485","21,069","4,770","217","117","69","151","16,827","2,599","4,925","2,238","501","945","1,556","4,063","365","N","N","N","N","11,854","75,877","7,220","16,305","7,944","373","","1,372,247","1,315,304","30,783","23,720","26,335","1,151","54,179","","1,372,247","26,227","8,171","4,302","1,475","12,279","1,346,020","1,235,554","20,472","4,582","16,811","299","5,502","62,800","29,449","33,351","744,620","","1,100,974","537,607","563,367"
"    Percent","","1,372,247","49.1%","50.9%","(X)","4.4%","5.0%","5.3%","5.6%","5.7%","12.1%","12.2%","12.4%","7.5%","8.1%","13.4%","6.1%","2.1%","(X)","18.2%","84.2%","81.8%","78.2%","26.3%","21.7%","1,122,572","48.7%","51.3%","(X)","297,101","46.2%","53.8%","(X)","","1,372,247","94.5%","5.5%","94.5%","90.5%","1.5%","0.3%","0.0%","0.0%","0.0%","0.0%","1.2%","0.2%","0.4%","0.2%","0.0%","0.1%","0.1%","0.3%","0.0%","N","N","N","N","0.9%","5.5%","0.5%","1.2%","0.6%","0.0%","","1,372,247","95.9%","2.2%","1.7%","1.9%","0.1%","3.9%","","1,372,247","1.9%","0.6%","0.3%","0.1%","0.9%","98.1%","90.0%","1.5%","0.3%","1.2%","0.0%","0.4%","4.6%","2.1%","2.4%","(X)","","1,100,974","48.8%","51.2%"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,165,129","3,003,091","3,162,038","95.0","350,650","374,919","397,263","390,410","378,627","816,525","829,291","786,155","415,779","422,127","606,989","288,037","108,357","39.3","1,360,097","4,964,751","4,805,032","4,579,503","1,251,529","1,003,383","4,805,032","2,307,141","2,497,891","92.4","1,003,383","438,835","564,548","77.7","","6,165,129","5,671,962","493,167","5,671,962","3,018,844","1,810,345","25,208","N","N","N","N","407,982","104,982","84,190","44,222","7,957","43,523","28,963","94,145","3,545","1,018","1,160","205","1,162","406,038","493,167","87,681","30,903","52,570","17,001","","6,165,129","3,438,289","1,991,236","106,989","495,564","13,854","664,579","","6,165,129","684,323","115,989","57,150","14,611","496,573","5,480,806","2,949,300","1,790,066","7,872","405,177","2,963","35,210","290,218","64,868","225,350","2,546,364","","4,417,293","2,111,600","2,305,693"
