state,year,policy,category,direction,adoption_year,population_total,pollib_median,incomepcap,income,std_bowen1,std_bowen2,unified,duration,duration_sq,duration_cub,nbrs_lag,nbrs,lawrence,obergefell,std_init_use,evangelical_pop
Pennsylvania,2007,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Rhode Island,2007,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,1,,
South Carolina,2007,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
South Dakota,2007,0,Anti-bullying,N,2012,,,,,,,,,,,,,1,1,,
Tennessee,2007,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Texas,2007,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2007,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Vermont,2007,1,Anti-bullying,P,2007,,,,,,,,,,,,,1,1,,
Virginia,2007,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,0,,
West Virginia,2007,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2007,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2007,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2008,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,1,,
California,2008,0,Anti-bullying,P,2012,,,,,,,,,,,,,1,0,,
Colorado,2008,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,0,,
Connecticut,2008,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,0,,
Delaware,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Florida,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Illinois,2008,0,Anti-bullying,P,2010,,,,,,,,,,,,,1,1,,
Indiana,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Kansas,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Maine,2008,0,Anti-bullying,P,2012,,,,,,,,,,,,,1,1,,
Maryland,2008,1,Anti-bullying,P,2008,,,,,,,,,,,,,1,0,,
Massachusetts,2008,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,0,,
Michigan,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Minnesota,2008,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,1,,
Mississippi,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Montana,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nevada,2008,0,Anti-bullying,P,2015,,,,,,,,,,,,,1,1,,
New Hampshire,2008,0,Anti-bullying,N,2010,,,,,,,,,,,,,1,0,,
New Mexico,2008,0,Anti-bullying,P,2019,,,,,,,,,,,,,1,0,,
New York,2008,0,Anti-bullying,P,2010,,,,,,,,,,,,,1,1,,
North Carolina,2008,0,Anti-bullying,P,2009,,,,,,,,,,,,,1,0,,
North Dakota,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Ohio,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2008,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,1,,
South Carolina,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
South Dakota,2008,0,Anti-bullying,N,2012,,,,,,,,,,,,,1,1,,
Tennessee,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Texas,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2008,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2008,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2009,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,1,,
California,2009,0,Anti-bullying,P,2012,,,,,,,,,,,,,1,0,,
Colorado,2009,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,0,,
Connecticut,2009,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,0,,
Delaware,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Florida,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Illinois,2009,0,Anti-bullying,P,2010,,,,,,,,,,,,,1,1,,
Indiana,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Kansas,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Maine,2009,0,Anti-bullying,P,2012,,,,,,,,,,,,,1,1,,
Massachusetts,2009,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,0,,
Michigan,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Minnesota,2009,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,1,,
Mississippi,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Montana,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nevada,2009,0,Anti-bullying,P,2015,,,,,,,,,,,,,1,1,,
New Hampshire,2009,0,Anti-bullying,N,2010,,,,,,,,,,,,,1,0,,
New Mexico,2009,0,Anti-bullying,P,2019,,,,,,,,,,,,,1,0,,
New York,2009,0,Anti-bullying,P,2010,,,,,,,,,,,,,1,1,,
North Carolina,2009,1,Anti-bullying,P,2009,,,,,,,,,,,,,1,0,,
North Dakota,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Ohio,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2009,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,1,,
South Carolina,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
South Dakota,2009,0,Anti-bullying,N,2012,,,,,,,,,,,,,1,1,,
Tennessee,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Texas,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2009,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2009,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2010,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,1,,
California,2010,0,Anti-bullying,P,2012,,,,,,,,,,,,,1,0,,
Colorado,2010,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,0,,
Connecticut,2010,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,0,,
Delaware,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Florida,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Illinois,2010,1,Anti-bullying,P,2010,,,,,,,,,,,,,1,1,,
Indiana,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Kansas,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Maine,2010,0,Anti-bullying,P,2012,,,,,,,,,,,,,1,1,,
Massachusetts,2010,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,0,,
Michigan,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Minnesota,2010,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,1,,
Mississippi,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Montana,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nevada,2010,0,Anti-bullying,P,2015,,,,,,,,,,,,,1,1,,
New Hampshire,2010,1,Anti-bullying,N,2010,,,,,,,,,,,,,1,0,,
New Mexico,2010,0,Anti-bullying,P,2019,,,,,,,,,,,,,1,0,,
New York,2010,1,Anti-bullying,P,2010,,,,,,,,,,,,,1,1,,
North Dakota,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Ohio,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2010,0,Anti-bullying,P,2011,,,,,,,,,,,,,1,1,,
South Carolina,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
South Dakota,2010,0,Anti-bullying,N,2012,,,,,,,,,,,,,1,1,,
Tennessee,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Texas,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2010,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2010,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2011,1,Anti-bullying,P,2011,,,,,,,,,,,,,1,1,,
California,2011,0,Anti-bullying,P,2012,,,,,,,,,,,,,1,0,,
Colorado,2011,1,Anti-bullying,P,2011,,,,,,,,,,,,,1,0,,
Connecticut,2011,1,Anti-bullying,P,2011,,,,,,,,,,,,,1,0,,
Delaware,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Florida,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Maine,2011,0,Anti-bullying,P,2012,,,,,,,,,,,,,1,1,,
Massachusetts,2011,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,0,,
Michigan,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Minnesota,2011,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,1,,
Mississippi,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Montana,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nevada,2011,0,Anti-bullying,P,2015,,,,,,,,,,,,,1,1,,
New Mexico,2011,0,Anti-bullying,P,2019,,,,,,,,,,,,,1,0,,
North Dakota,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2011,1,Anti-bullying,P,2011,,,,,,,,,,,,,1,1,,
South Carolina,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
South Dakota,2011,0,Anti-bullying,N,2012,,,,,,,,,,,,,1,1,,
Tennessee,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Texas,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2011,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2011,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
California,2012,1,Anti-bullying,P,2012,,,,,,,,,,,,,1,1,,
Delaware,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Florida,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Maine,2012,1,Anti-bullying,P,2012,,,,,,,,,,,,,1,1,,
Massachusetts,2012,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,0,,
Michigan,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Minnesota,2012,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,1,,
Mississippi,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Montana,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nevada,2012,0,Anti-bullying,P,2015,,,,,,,,,,,,,1,1,,
New Mexico,2012,0,Anti-bullying,P,2019,,,,,,,,,,,,,1,0,,
North Dakota,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Dakota,2012,1,Anti-bullying,N,2012,,,,,,,,,,,,,1,1,,
Tennessee,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Texas,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2012,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2012,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Florida,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Massachusetts,2013,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,1,,
Michigan,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Minnesota,2013,0,Anti-bullying,P,2014,,,,,,,,,,,,,1,1,,
Mississippi,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Montana,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nevada,2013,0,Anti-bullying,P,2015,,,,,,,,,,,,,1,1,,
New Mexico,2013,0,Anti-bullying,P,2019,,,,,,,,,,,,,1,0,,
North Dakota,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Texas,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2013,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2013,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Florida,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Massachusetts,2014,1,Anti-bullying,P,2014,,,,,,,,,,,,,1,1,,
Michigan,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Minnesota,2014,1,Anti-bullying,P,2014,,,,,,,,,,,,,1,1,,
Mississippi,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,0,,
Montana,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nevada,2014,0,Anti-bullying,P,2015,,,,,,,,,,,,,1,1,,
New Mexico,2014,0,Anti-bullying,P,2019,,,,,,,,,,,,,1,0,,
North Dakota,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Texas,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2014,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2014,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Florida,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Michigan,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Mississippi,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Montana,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nevada,2015,1,Anti-bullying,P,2015,,,,,,,,,,,,,1,1,,
New Mexico,2015,0,Anti-bullying,P,2019,,,,,,,,,,,,,1,0,,
North Dakota,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Texas,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2015,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2015,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Florida,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Michigan,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Mississippi,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Montana,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
New Mexico,2016,0,Anti-bullying,P,2019,,,,,,,,,,,,,1,1,,
North Dakota,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Texas,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2016,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
