"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Estimate","","21,477,737","10,498,005","10,979,732","95.6","1,131,148","1,123,648","1,258,247","1,213,809","1,266,383","2,768,060","2,612,250","2,708,234","1,475,419","1,422,341","2,463,083","1,474,050","561,065","42.4","4,231,955","17,719,854","17,245,782","16,467,996","5,341,094","4,498,198","17,245,782","8,334,993","8,910,789","93.5","4,498,198","2,027,375","2,470,823","82.1","","21,477,737","20,846,185","631,552","20,846,185","16,010,079","3,441,062","59,558","8,613","1,794","1,609","608","599,799","177,845","100,739","111,556","13,500","24,762","91,040","80,357","16,162","3,912","2,529","653","9,068","719,525","631,552","233,440","77,098","116,163","10,063","","21,477,737","16,553,934","3,772,874","174,845","787,637","45,992","828,037","","21,477,737","5,663,629","742,993","1,190,891","1,589,455","2,140,290","15,814,108","11,378,457","3,272,904","42,758","587,358","13,927","82,214","436,490","19,850","416,640","9,674,053","","15,507,315","7,459,575","8,047,740"
"    Percent","","21,477,737","48.9%","51.1%","(X)","5.3%","5.2%","5.9%","5.7%","5.9%","12.9%","12.2%","12.6%","6.9%","6.6%","11.5%","6.9%","2.6%","(X)","19.7%","82.5%","80.3%","76.7%","24.9%","20.9%","17,245,782","48.3%","51.7%","(X)","4,498,198","45.1%","54.9%","(X)","","21,477,737","97.1%","2.9%","97.1%","74.5%","16.0%","0.3%","0.0%","0.0%","0.0%","0.0%","2.8%","0.8%","0.5%","0.5%","0.1%","0.1%","0.4%","0.4%","0.1%","0.0%","0.0%","0.0%","0.0%","3.4%","2.9%","1.1%","0.4%","0.5%","0.0%","","21,477,737","77.1%","17.6%","0.8%","3.7%","0.2%","3.9%","","21,477,737","26.4%","3.5%","5.5%","7.4%","10.0%","73.6%","53.0%","15.2%","0.2%","2.7%","0.1%","0.4%","2.0%","0.1%","1.9%","(X)","","15,507,315","48.1%","51.9%"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","10,617,423","5,170,126","5,447,297","94.9","639,713","678,013","758,925","746,150","714,400","1,458,596","1,401,934","1,397,014","685,356","614,130","933,722","444,890","144,580","37.2","2,503,029","8,394,269","8,114,394","7,645,283","1,882,894","1,523,192","8,114,394","3,879,247","4,235,147","91.6","1,523,192","662,398","860,794","77.0","","10,617,423","10,333,002","284,421","10,333,002","6,131,699","3,390,968","42,316","5,728","622","644","191","439,416","152,164","62,181","24,724","10,103","52,871","71,583","65,790","6,947","2,293","1,668","726","2,260","321,656","284,421","114,824","26,216","53,685","8,848","","10,617,423","6,363,129","3,556,697","91,801","523,612","17,766","368,840","","10,617,423","1,042,642","577,994","108,719","37,768","318,161","9,574,781","5,502,156","3,348,754","19,850","435,875","5,811","36,739","225,596","12,286","213,310","4,378,350","","7,581,837","3,596,624","3,985,213"
"    Percent","","10,617,423","48.7%","51.3%","(X)","6.0%","6.4%","7.1%","7.0%","6.7%","13.7%","13.2%","13.2%","6.5%","5.8%","8.8%","4.2%","1.4%","(X)","23.6%","79.1%","76.4%","72.0%","17.7%","14.3%","8,114,394","47.8%","52.2%","(X)","1,523,192","43.5%","56.5%","(X)","","10,617,423","97.3%","2.7%","97.3%","57.8%","31.9%","0.4%","0.1%","0.0%","0.0%","0.0%","4.1%","1.4%","0.6%","0.2%","0.1%","0.5%","0.7%","0.6%","0.1%","0.0%","0.0%","0.0%","0.0%","3.0%","2.7%","1.1%","0.2%","0.5%","0.1%","","10,617,423","59.9%","33.5%","0.9%","4.9%","0.2%","3.5%","","10,617,423","9.8%","5.4%","1.0%","0.4%","3.0%","90.2%","51.8%","31.5%","0.2%","4.1%","0.1%","0.3%","2.1%","0.1%","2.0%","(X)","","7,581,837","47.4%","52.6%"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,415,872","707,855","708,017","100.0","85,335","84,466","82,606","77,697","89,100","195,781","185,133","168,179","87,409","90,696","153,238","78,564","37,668","39.6","300,187","1,147,569","1,115,685","1,069,806","326,379","269,470","1,115,685","553,276","562,409","98.4","269,470","121,737","147,733","82.4","","1,415,872","1,099,404","316,468","1,099,404","341,211","26,923","6,129","636","90","141","66","547,843","3,014","53,746","221,724","172,049","24,271","9,650","63,389","152,601","90,070","1,847","15,174","45,510","24,697","316,468","7,642","6,647","76,957","388","","1,415,872","582,436","49,041","31,936","801,987","354,987","44,491","","1,415,872","150,864","50,693","49,379","956","49,836","1,265,008","305,020","25,195","3,133","539,409","140,656","3,631","247,964","1,867","246,097","550,328","","1,014,035","512,571","501,464"
"    Percent","","1,415,872","50.0%","50.0%","(X)","6.0%","6.0%","5.8%","5.5%","6.3%","13.8%","13.1%","11.9%","6.2%","6.4%","10.8%","5.5%","2.7%","(X)","21.2%","81.1%","78.8%","75.6%","23.1%","19.0%","1,115,685","49.6%","50.4%","(X)","269,470","45.2%","54.8%","(X)","","1,415,872","77.6%","22.4%","77.6%","24.1%","1.9%","0.4%","0.0%","0.0%","0.0%","0.0%","38.7%","0.2%","3.8%","15.7%","12.2%","1.7%","0.7%","4.5%","10.8%","6.4%","0.1%","1.1%","3.2%","1.7%","22.4%","0.5%","0.5%","5.4%","0.0%","","1,415,872","41.1%","3.5%","2.3%","56.6%","25.1%","3.1%","","1,415,872","10.7%","3.6%","3.5%","0.1%","3.5%","89.3%","21.5%","1.8%","0.2%","38.1%","9.9%","0.3%","17.5%","0.1%","17.4%","(X)","","1,014,035","50.5%","49.5%"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,787,065","898,044","889,021","101.0","115,837","125,134","129,492","125,543","120,062","234,800","225,804","202,347","104,642","114,787","174,120","86,347","28,150","36.9","449,355","1,386,665","1,337,710","1,266,533","356,082","288,617","1,337,710","667,208","670,502","99.5","288,617","136,800","151,817","90.1","","1,787,065","1,728,365","58,700","1,728,365","1,596,918","12,708","22,867","472","311","1,427","1,116","25,969","2,434","7,736","2,786","2,186","1,983","1,926","6,918","2,475","921","278","206","1,070","67,428","58,700","6,701","16,505","14,431","586","","1,787,065","1,652,946","21,666","43,756","44,416","7,130","80,118","","1,787,065","229,494","196,154","3,993","367","28,980","1,557,571","1,458,027","12,349","18,354","24,186","2,289","2,487","39,879","609","39,270","751,113","","1,282,630","636,414","646,216"
"    Percent","","1,787,065","50.3%","49.7%","(X)","6.5%","7.0%","7.2%","7.0%","6.7%","13.1%","12.6%","11.3%","5.9%","6.4%","9.7%","4.8%","1.6%","(X)","25.1%","77.6%","74.9%","70.9%","19.9%","16.2%","1,337,710","49.9%","50.1%","(X)","288,617","47.4%","52.6%","(X)","","1,787,065","96.7%","3.3%","96.7%","89.4%","0.7%","1.3%","0.0%","0.0%","0.1%","0.1%","1.5%","0.1%","0.4%","0.2%","0.1%","0.1%","0.1%","0.4%","0.1%","0.1%","0.0%","0.0%","0.1%","3.8%","3.3%","0.4%","0.9%","0.8%","0.0%","","1,787,065","92.5%","1.2%","2.4%","2.5%","0.4%","4.5%","","1,787,065","12.8%","11.0%","0.2%","0.0%","1.6%","87.2%","81.6%","0.7%","1.0%","1.4%","0.1%","0.1%","2.2%","0.0%","2.2%","(X)","","1,282,630","49.6%","50.4%"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","12,671,821","6,217,305","6,454,516","96.3","742,404","752,856","823,249","829,525","829,093","1,748,323","1,641,179","1,602,369","840,754","816,708","1,182,015","609,326","254,020","38.6","2,814,679","10,184,783","9,857,142","9,356,390","2,520,297","2,045,361","9,857,142","4,784,829","5,072,313","94.3","2,045,361","896,075","1,149,286","78.0","","12,671,821","12,319,888","351,933","12,319,888","9,044,059","1,790,212","32,600","2,794","1,000","778","584","717,992","242,823","141,359","126,628","21,568","58,037","29,296","98,281","4,511","2,312","459","465","1,275","730,514","351,933","116,523","37,684","86,933","6,079","","12,671,821","9,353,507","1,951,681","101,823","834,455","16,155","796,594","","12,671,821","2,216,300","1,717,252","207,109","22,518","269,421","10,455,521","7,690,980","1,759,293","12,938","710,119","2,897","22,113","257,181","10,181","247,000","5,388,210","","9,088,036","4,390,707","4,697,329"
"    Percent","","12,671,821","49.1%","50.9%","(X)","5.9%","5.9%","6.5%","6.5%","6.5%","13.8%","13.0%","12.6%","6.6%","6.4%","9.3%","4.8%","2.0%","(X)","22.2%","80.4%","77.8%","73.8%","19.9%","16.1%","9,857,142","48.5%","51.5%","(X)","2,045,361","43.8%","56.2%","(X)","","12,671,821","97.2%","2.8%","97.2%","71.4%","14.1%","0.3%","0.0%","0.0%","0.0%","0.0%","5.7%","1.9%","1.1%","1.0%","0.2%","0.5%","0.2%","0.8%","0.0%","0.0%","0.0%","0.0%","0.0%","5.8%","2.8%","0.9%","0.3%","0.7%","0.0%","","12,671,821","73.8%","15.4%","0.8%","6.6%","0.1%","6.3%","","12,671,821","17.5%","13.6%","1.6%","0.2%","2.1%","82.5%","60.7%","13.9%","0.1%","5.6%","0.0%","0.2%","2.0%","0.1%","1.9%","(X)","","9,088,036","48.3%","51.7%"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,732,219","3,319,907","3,412,312","97.3","414,553","413,125","469,734","464,953","467,839","886,319","825,768","827,420","446,115","431,921","637,375","319,196","127,901","38.0","1,567,421","5,346,452","5,164,798","4,871,760","1,338,492","1,084,472","5,164,798","2,513,202","2,651,596","94.8","1,084,472","478,723","605,749","79.0","","6,732,219","6,557,936","174,283","6,557,936","5,571,899","643,105","18,416","3,589","288","299","327","170,566","47,401","34,725","17,276","5,255","15,917","10,747","39,245","3,254","743","409","420","1,682","150,696","174,283","80,948","25,747","26,265","2,363","","6,732,219","5,732,778","740,150","53,972","206,288","8,652","175,969","","6,732,219","485,554","339,775","49,646","7,622","88,511","6,246,665","5,272,268","632,503","11,852","169,824","2,726","14,484","143,008","3,129","139,879","2,921,115","","4,978,356","2,411,501","2,566,855"
"    Percent","","6,732,219","49.3%","50.7%","(X)","6.2%","6.1%","7.0%","6.9%","6.9%","13.2%","12.3%","12.3%","6.6%","6.4%","9.5%","4.7%","1.9%","(X)","23.3%","79.4%","76.7%","72.4%","19.9%","16.1%","5,164,798","48.7%","51.3%","(X)","1,084,472","44.1%","55.9%","(X)","","6,732,219","97.4%","2.6%","97.4%","82.8%","9.6%","0.3%","0.1%","0.0%","0.0%","0.0%","2.5%","0.7%","0.5%","0.3%","0.1%","0.2%","0.2%","0.6%","0.0%","0.0%","0.0%","0.0%","0.0%","2.2%","2.6%","1.2%","0.4%","0.4%","0.0%","","6,732,219","85.2%","11.0%","0.8%","3.1%","0.1%","2.6%","","6,732,219","7.2%","5.0%","0.7%","0.1%","1.3%","92.8%","78.3%","9.4%","0.2%","2.5%","0.0%","0.2%","2.1%","0.0%","2.1%","(X)","","4,978,356","48.4%","51.6%"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,155,070","1,570,384","1,584,686","99.1","190,606","205,431","204,137","214,686","217,206","400,299","392,097","358,447","210,384","208,202","311,643","165,190","76,742","38.5","721,830","2,516,898","2,433,240","2,294,466","674,770","553,575","2,433,240","1,199,888","1,233,352","97.3","553,575","248,183","305,392","81.3","","3,155,070","3,086,822","68,248","3,086,822","2,835,536","129,335","11,837","539","505","353","1,195","76,134","14,235","14,215","5,958","1,087","7,478","10,978","22,183","2,029","N","N","N","N","31,951","68,248","29,904","8,747","16,783","388","","3,155,070","2,900,114","162,710","24,157","95,994","5,051","39,087","","3,155,070","197,482","147,788","7,738","2,862","39,094","2,957,588","2,684,701","125,861","9,771","75,672","1,406","3,158","57,019","836","56,183","1,418,600","","2,348,787","1,154,307","1,194,480"
"    Percent","","3,155,070","49.8%","50.2%","(X)","6.0%","6.5%","6.5%","6.8%","6.9%","12.7%","12.4%","11.4%","6.7%","6.6%","9.9%","5.2%","2.4%","(X)","22.9%","79.8%","77.1%","72.7%","21.4%","17.5%","2,433,240","49.3%","50.7%","(X)","553,575","44.8%","55.2%","(X)","","3,155,070","97.8%","2.2%","97.8%","89.9%","4.1%","0.4%","0.0%","0.0%","0.0%","0.0%","2.4%","0.5%","0.5%","0.2%","0.0%","0.2%","0.3%","0.7%","0.1%","N","N","N","N","1.0%","2.2%","0.9%","0.3%","0.5%","0.0%","","3,155,070","91.9%","5.2%","0.8%","3.0%","0.2%","1.2%","","3,155,070","6.3%","4.7%","0.2%","0.1%","1.2%","93.7%","85.1%","4.0%","0.3%","2.4%","0.0%","0.1%","1.8%","0.0%","1.8%","(X)","","2,348,787","49.1%","50.9%"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,913,314","1,446,287","1,467,027","98.6","183,236","196,962","203,308","198,860","212,867","377,373","362,905","327,291","181,715","190,801","274,666","140,129","63,201","37.2","700,301","2,292,476","2,213,013","2,082,728","591,393","477,996","2,213,013","1,090,733","1,122,280","97.2","477,996","214,284","263,712","81.3","","2,913,314","2,804,543","108,771","2,804,543","2,436,902","167,237","23,860","4,058","295","3,195","728","87,018","16,564","16,485","5,768","3,638","4,201","12,951","27,411","2,453","503","411","778","761","87,073","108,771","35,881","33,107","16,622","3,223","","2,913,314","2,537,764","214,714","66,174","108,624","5,752","97,606","","2,913,314","354,804","279,620","13,329","5,278","56,577","2,558,510","2,196,485","161,482","19,238","85,643","2,092","4,072","89,498","903","88,595","1,288,430","","2,103,748","1,035,098","1,068,650"
"    Percent","","2,913,314","49.6%","50.4%","(X)","6.3%","6.8%","7.0%","6.8%","7.3%","13.0%","12.5%","11.2%","6.2%","6.5%","9.4%","4.8%","2.2%","(X)","24.0%","78.7%","76.0%","71.5%","20.3%","16.4%","2,213,013","49.3%","50.7%","(X)","477,996","44.8%","55.2%","(X)","","2,913,314","96.3%","3.7%","96.3%","83.6%","5.7%","0.8%","0.1%","0.0%","0.1%","0.0%","3.0%","0.6%","0.6%","0.2%","0.1%","0.1%","0.4%","0.9%","0.1%","0.0%","0.0%","0.0%","0.0%","3.0%","3.7%","1.2%","1.1%","0.6%","0.1%","","2,913,314","87.1%","7.4%","2.3%","3.7%","0.2%","3.4%","","2,913,314","12.2%","9.6%","0.5%","0.2%","1.9%","87.8%","75.4%","5.5%","0.7%","2.9%","0.1%","0.1%","3.1%","0.0%","3.0%","(X)","","2,103,748","49.2%","50.8%"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,467,673","2,198,205","2,269,468","96.9","273,130","264,938","292,075","295,004","294,084","576,692","556,896","562,400","295,568","302,327","454,932","222,988","76,639","39.2","1,001,825","3,581,569","3,465,848","3,277,406","930,315","754,559","3,465,848","1,683,676","1,782,172","94.5","754,559","334,341","420,218","79.6","","4,467,673","4,363,515","104,158","4,363,515","3,873,691","363,167","8,326","N","N","N","N","73,087","25,357","10,414","6,747","4,777","4,844","4,882","16,066","4,212","1,327","1,007","149","1,729","41,032","104,158","52,195","15,147","15,706","1,708","","4,467,673","3,971,124","424,716","27,768","94,285","6,874","53,286","","4,467,673","168,017","91,833","12,580","21,013","42,591","4,299,656","3,762,699","357,789","6,894","72,276","3,903","6,168","89,927","1,221","88,706","2,006,335","","3,367,502","1,631,725","1,735,777"
"    Percent","","4,467,673","49.2%","50.8%","(X)","6.1%","5.9%","6.5%","6.6%","6.6%","12.9%","12.5%","12.6%","6.6%","6.8%","10.2%","5.0%","1.7%","(X)","22.4%","80.2%","77.6%","73.4%","20.8%","16.9%","3,465,848","48.6%","51.4%","(X)","754,559","44.3%","55.7%","(X)","","4,467,673","97.7%","2.3%","97.7%","86.7%","8.1%","0.2%","N","N","N","N","1.6%","0.6%","0.2%","0.2%","0.1%","0.1%","0.1%","0.4%","0.1%","0.0%","0.0%","0.0%","0.0%","0.9%","2.3%","1.2%","0.3%","0.4%","0.0%","","4,467,673","88.9%","9.5%","0.6%","2.1%","0.2%","1.2%","","4,467,673","3.8%","2.1%","0.3%","0.5%","1.0%","96.2%","84.2%","8.0%","0.2%","1.6%","0.1%","0.1%","2.0%","0.0%","2.0%","(X)","","3,367,502","48.5%","51.5%"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,648,794","2,268,202","2,380,592","95.3","292,977","298,089","317,155","301,712","298,660","643,422","606,785","544,724","295,758","307,318","446,721","220,113","75,360","37.7","1,084,886","3,684,053","3,563,908","3,371,916","928,680","742,194","3,563,908","1,709,791","1,854,117","92.2","742,194","326,225","415,969","78.4","","4,648,794","4,555,727","93,067","4,555,727","2,874,784","1,504,017","28,561","1,811","231","462","282","81,506","14,042","11,159","7,887","2,109","2,634","33,698","9,977","971","N","N","N","N","65,888","93,067","31,724","20,778","12,626","7,179","","4,648,794","2,954,143","1,554,297","62,087","99,072","4,313","76,113","","4,648,794","250,203","89,707","14,822","17,373","128,301","4,398,591","2,707,712","1,494,358","24,272","81,016","938","11,477","78,818","2,085","76,733","2,089,824","","3,463,372","1,655,152","1,808,220"
"    Percent","","4,648,794","48.8%","51.2%","(X)","6.3%","6.4%","6.8%","6.5%","6.4%","13.8%","13.1%","11.7%","6.4%","6.6%","9.6%","4.7%","1.6%","(X)","23.3%","79.2%","76.7%","72.5%","20.0%","16.0%","3,563,908","48.0%","52.0%","(X)","742,194","44.0%","56.0%","(X)","","4,648,794","98.0%","2.0%","98.0%","61.8%","32.4%","0.6%","0.0%","0.0%","0.0%","0.0%","1.8%","0.3%","0.2%","0.2%","0.0%","0.1%","0.7%","0.2%","0.0%","N","N","N","N","1.4%","2.0%","0.7%","0.4%","0.3%","0.2%","","4,648,794","63.5%","33.4%","1.3%","2.1%","0.1%","1.6%","","4,648,794","5.4%","1.9%","0.3%","0.4%","2.8%","94.6%","58.2%","32.1%","0.5%","1.7%","0.0%","0.2%","1.7%","0.0%","1.7%","(X)","","3,463,372","47.8%","52.2%"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,344,212","656,330","687,882","95.4","62,813","64,874","72,870","78,209","74,294","164,231","153,615","176,429","102,302","108,597","169,556","81,769","34,653","45.1","246,353","1,128,168","1,097,859","1,049,640","352,172","285,978","1,097,859","530,772","567,087","93.6","285,978","129,992","155,986","83.3","","1,344,212","1,315,676","28,536","1,315,676","1,263,287","21,983","9,419","N","N","N","N","15,323","1,933","3,555","2,161","891","687","1,828","4,268","222","N","N","N","N","5,442","28,536","6,660","9,049","6,710","308","","1,344,212","1,289,759","32,313","21,048","23,516","1,177","7,973","","1,344,212","23,067","5,544","6,698","1,426","9,399","1,321,145","1,247,719","20,542","8,949","15,094","222","2,502","26,117","702","25,415","750,964","","1,078,770","522,044","556,726"
"    Percent","","1,344,212","48.8%","51.2%","(X)","4.7%","4.8%","5.4%","5.8%","5.5%","12.2%","11.4%","13.1%","7.6%","8.1%","12.6%","6.1%","2.6%","(X)","18.3%","83.9%","81.7%","78.1%","26.2%","21.3%","1,097,859","48.3%","51.7%","(X)","285,978","45.5%","54.5%","(X)","","1,344,212","97.9%","2.1%","97.9%","94.0%","1.6%","0.7%","N","N","N","N","1.1%","0.1%","0.3%","0.2%","0.1%","0.1%","0.1%","0.3%","0.0%","N","N","N","N","0.4%","2.1%","0.5%","0.7%","0.5%","0.0%","","1,344,212","95.9%","2.4%","1.6%","1.7%","0.1%","0.6%","","1,344,212","1.7%","0.4%","0.5%","0.1%","0.7%","98.3%","92.8%","1.5%","0.7%","1.1%","0.0%","0.2%","1.9%","0.1%","1.9%","(X)","","1,078,770","48.4%","51.6%"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,045,680","2,928,013","3,117,667","93.9","358,346","359,505","390,637","381,318","372,016","820,575","786,924","795,954","413,230","407,288","564,533","281,807","113,547","39.0","1,332,287","4,862,424","4,713,393","4,476,458","1,195,609","959,887","4,713,393","2,249,586","2,463,807","91.3","959,887","414,847","545,040","76.1","","6,045,680","5,840,122","205,558","5,840,122","3,296,909","1,830,059","19,164","N","N","N","N","386,194","107,430","84,044","49,651","7,689","40,281","29,937","67,162","2,453","962","602","669","220","305,343","205,558","75,321","13,663","53,553","10,495","","6,045,680","3,467,089","1,946,932","55,949","463,258","10,564","328,213","","6,045,680","643,171","100,137","56,888","14,354","471,792","5,402,509","3,011,980","1,798,416","14,884","383,867","2,297","18,960","172,105","7,627","164,478","2,470,307","","4,316,921","2,050,021","2,266,900"
