"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Estimate","","21,299,325","10,404,676","10,894,649","95.5","1,135,392","1,127,602","1,244,592","1,234,024","1,255,590","2,758,515","2,586,704","2,741,968","1,449,290","1,406,864","2,404,234","1,393,550","561,000","42.2","4,227,875","17,561,780","17,071,450","16,296,323","5,177,023","4,358,784","17,071,450","8,246,984","8,824,466","93.5","4,358,784","1,965,555","2,393,229","82.1","","21,299,325","20,685,400","613,925","20,685,400","15,899,574","3,410,741","59,870","10,006","1,459","1,277","560","593,634","171,778","112,990","107,199","17,542","30,485","72,431","81,209","12,841","2,772","4,389","1,653","4,027","708,740","613,925","231,541","68,105","109,703","15,073","","21,299,325","16,428,821","3,731,939","171,405","774,567","43,479","818,951","","21,299,325","5,562,452","736,566","1,187,437","1,580,886","2,057,563","15,736,873","11,344,261","3,252,558","41,492","580,229","9,694","81,784","426,855","23,138","403,717","9,547,762","","15,327,815","7,371,100","7,956,715"
"    Percent","","21,299,325","48.8%","51.2%","(X)","5.3%","5.3%","5.8%","5.8%","5.9%","13.0%","12.1%","12.9%","6.8%","6.6%","11.3%","6.5%","2.6%","(X)","19.8%","82.5%","80.2%","76.5%","24.3%","20.5%","17,071,450","48.3%","51.7%","(X)","4,358,784","45.1%","54.9%","(X)","","21,299,325","97.1%","2.9%","97.1%","74.6%","16.0%","0.3%","0.0%","0.0%","0.0%","0.0%","2.8%","0.8%","0.5%","0.5%","0.1%","0.1%","0.3%","0.4%","0.1%","0.0%","0.0%","0.0%","0.0%","3.3%","2.9%","1.1%","0.3%","0.5%","0.1%","","21,299,325","77.1%","17.5%","0.8%","3.6%","0.2%","3.8%","","21,299,325","26.1%","3.5%","5.6%","7.4%","9.7%","73.9%","53.3%","15.3%","0.2%","2.7%","0.0%","0.4%","2.0%","0.1%","1.9%","(X)","","15,327,815","48.1%","51.9%"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","10,519,475","5,120,290","5,399,185","94.8","645,488","683,042","739,018","754,377","719,378","1,442,243","1,401,044","1,396,330","667,863","614,264","896,948","416,680","142,800","36.8","2,503,293","8,312,043","8,016,182","7,541,811","1,809,161","1,456,428","8,016,182","3,835,526","4,180,656","91.7","1,456,428","633,675","822,753","77.0","","10,519,475","10,233,069","286,406","10,233,069","6,127,645","3,319,691","34,485","5,950","727","502","347","436,051","141,915","68,404","26,109","9,166","53,227","60,114","77,116","14,049","2,435","5,022","705","5,887","301,148","286,406","115,366","29,089","47,451","11,143","","10,519,475","6,365,137","3,487,272","92,014","509,357","26,155","348,034","","10,519,475","1,021,754","593,262","103,647","35,052","289,793","9,497,721","5,493,804","3,281,137","17,359","431,551","11,618","33,630","228,622","7,548","221,074","4,326,266","","7,486,799","3,558,929","3,927,870"
"    Percent","","10,519,475","48.7%","51.3%","(X)","6.1%","6.5%","7.0%","7.2%","6.8%","13.7%","13.3%","13.3%","6.3%","5.8%","8.5%","4.0%","1.4%","(X)","23.8%","79.0%","76.2%","71.7%","17.2%","13.8%","8,016,182","47.8%","52.2%","(X)","1,456,428","43.5%","56.5%","(X)","","10,519,475","97.3%","2.7%","97.3%","58.3%","31.6%","0.3%","0.1%","0.0%","0.0%","0.0%","4.1%","1.3%","0.7%","0.2%","0.1%","0.5%","0.6%","0.7%","0.1%","0.0%","0.0%","0.0%","0.1%","2.9%","2.7%","1.1%","0.3%","0.5%","0.1%","","10,519,475","60.5%","33.2%","0.9%","4.8%","0.2%","3.3%","","10,519,475","9.7%","5.6%","1.0%","0.3%","2.8%","90.3%","52.2%","31.2%","0.2%","4.1%","0.1%","0.3%","2.2%","0.1%","2.1%","(X)","","7,486,799","47.5%","52.5%"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,420,491","710,702","709,789","100.1","87,437","84,434","84,576","77,860","90,595","201,025","181,541","171,390","86,295","93,871","149,372","72,022","40,073","39.3","303,255","1,147,756","1,117,236","1,069,449","315,727","261,467","1,117,236","556,287","560,949","99.2","261,467","118,699","142,768","83.1","","1,420,491","1,074,716","345,775","1,074,716","345,652","28,325","3,237","865","0","135","123","534,479","2,249","56,584","220,315","163,174","24,804","12,213","55,140","144,971","91,442","4,363","11,237","37,929","18,052","345,775","5,159","8,601","71,631","1,038","","1,420,491","600,675","53,844","30,383","807,332","383,172","45,189","","1,420,491","151,356","46,165","45,801","2,362","57,028","1,269,135","308,375","26,978","1,976","521,237","134,876","1,321","274,372","1,266","273,106","546,261","","1,016,506","513,093","503,413"
"    Percent","","1,420,491","50.0%","50.0%","(X)","6.2%","5.9%","6.0%","5.5%","6.4%","14.2%","12.8%","12.1%","6.1%","6.6%","10.5%","5.1%","2.8%","(X)","21.3%","80.8%","78.7%","75.3%","22.2%","18.4%","1,117,236","49.8%","50.2%","(X)","261,467","45.4%","54.6%","(X)","","1,420,491","75.7%","24.3%","75.7%","24.3%","2.0%","0.2%","0.1%","0.0%","0.0%","0.0%","37.6%","0.2%","4.0%","15.5%","11.5%","1.7%","0.9%","3.9%","10.2%","6.4%","0.3%","0.8%","2.7%","1.3%","24.3%","0.4%","0.6%","5.0%","0.1%","","1,420,491","42.3%","3.8%","2.1%","56.8%","27.0%","3.2%","","1,420,491","10.7%","3.2%","3.2%","0.2%","4.0%","89.3%","21.7%","1.9%","0.1%","36.7%","9.5%","0.1%","19.3%","0.1%","19.2%","(X)","","1,016,506","50.5%","49.5%"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,754,208","882,158","872,050","101.2","113,693","123,959","129,947","127,012","115,850","228,080","219,713","201,135","111,993","103,385","168,397","81,341","29,703","36.8","445,370","1,357,737","1,308,838","1,236,279","344,222","279,441","1,308,838","652,254","656,584","99.3","279,441","132,466","146,975","90.1","","1,754,208","1,700,953","53,255","1,700,953","1,576,846","12,075","23,026","894","218","974","426","27,026","2,942","5,862","6,703","2,918","895","3,349","4,357","2,763","1,432","791","268","272","59,217","53,255","6,899","14,200","11,981","243","","1,754,208","1,626,499","22,173","41,448","45,610","7,162","71,096","","1,754,208","222,464","188,003","7,281","1,015","26,165","1,531,744","1,434,463","10,007","18,867","26,186","2,222","1,429","38,570","486","38,084","735,703","","1,252,414","622,965","629,449"
"    Percent","","1,754,208","50.3%","49.7%","(X)","6.5%","7.1%","7.4%","7.2%","6.6%","13.0%","12.5%","11.5%","6.4%","5.9%","9.6%","4.6%","1.7%","(X)","25.4%","77.4%","74.6%","70.5%","19.6%","15.9%","1,308,838","49.8%","50.2%","(X)","279,441","47.4%","52.6%","(X)","","1,754,208","97.0%","3.0%","97.0%","89.9%","0.7%","1.3%","0.1%","0.0%","0.1%","0.0%","1.5%","0.2%","0.3%","0.4%","0.2%","0.1%","0.2%","0.2%","0.2%","0.1%","0.0%","0.0%","0.0%","3.4%","3.0%","0.4%","0.8%","0.7%","0.0%","","1,754,208","92.7%","1.3%","2.4%","2.6%","0.4%","4.1%","","1,754,208","12.7%","10.7%","0.4%","0.1%","1.5%","87.3%","81.8%","0.6%","1.1%","1.5%","0.1%","0.1%","2.2%","0.0%","2.2%","(X)","","1,252,414","49.7%","50.3%"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","12,741,080","6,266,062","6,475,018","96.8","759,456","762,237","838,140","835,845","839,026","1,765,517","1,644,390","1,636,054","855,616","814,251","1,143,329","587,651","259,568","38.3","2,855,802","10,216,304","9,885,278","9,379,230","2,459,839","1,990,548","9,885,278","4,801,941","5,083,337","94.5","1,990,548","869,736","1,120,812","77.6","","12,741,080","12,400,103","340,977","12,400,103","9,135,145","1,793,079","35,846","3,055","2,651","135","222","717,938","256,122","132,447","124,649","17,958","56,597","35,367","94,798","5,317","1,927","789","710","1,891","712,778","340,977","116,872","35,817","82,982","8,368","","12,741,080","9,431,680","1,952,694","100,555","831,487","16,444","776,129","","12,741,080","2,208,868","1,744,028","206,543","27,617","230,680","10,532,212","7,760,732","1,759,316","17,215","711,970","2,887","24,310","255,782","11,405","244,377","5,376,176","","9,074,766","4,385,340","4,689,426"
"    Percent","","12,741,080","49.2%","50.8%","(X)","6.0%","6.0%","6.6%","6.6%","6.6%","13.9%","12.9%","12.8%","6.7%","6.4%","9.0%","4.6%","2.0%","(X)","22.4%","80.2%","77.6%","73.6%","19.3%","15.6%","9,885,278","48.6%","51.4%","(X)","1,990,548","43.7%","56.3%","(X)","","12,741,080","97.3%","2.7%","97.3%","71.7%","14.1%","0.3%","0.0%","0.0%","0.0%","0.0%","5.6%","2.0%","1.0%","1.0%","0.1%","0.4%","0.3%","0.7%","0.0%","0.0%","0.0%","0.0%","0.0%","5.6%","2.7%","0.9%","0.3%","0.7%","0.1%","","12,741,080","74.0%","15.3%","0.8%","6.5%","0.1%","6.1%","","12,741,080","17.3%","13.7%","1.6%","0.2%","1.8%","82.7%","60.9%","13.8%","0.1%","5.6%","0.0%","0.2%","2.0%","0.1%","1.9%","(X)","","9,074,766","48.3%","51.7%"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,691,878","3,295,973","3,395,905","97.1","417,774","430,155","451,395","459,222","465,439","874,246","826,473","841,750","447,600","426,678","613,699","310,870","126,577","37.8","1,567,057","5,303,153","5,124,821","4,832,035","1,302,647","1,051,146","5,124,821","2,493,916","2,630,905","94.8","1,051,146","462,537","588,609","78.6","","6,691,878","6,511,237","180,641","6,511,237","5,539,927","637,277","14,040","1,877","253","84","652","154,220","43,709","33,644","14,346","5,519","9,780","10,075","37,147","3,470","996","1,047","452","975","162,303","180,641","81,088","24,258","27,827","3,376","","6,691,878","5,703,463","739,547","48,290","193,559","11,281","191,174","","6,691,878","472,419","359,126","37,370","4,333","71,590","6,219,459","5,266,285","628,603","10,560","152,940","3,249","15,103","142,719","3,977","138,742","2,903,576","","4,935,180","2,392,487","2,542,693"
"    Percent","","6,691,878","49.3%","50.7%","(X)","6.2%","6.4%","6.7%","6.9%","7.0%","13.1%","12.4%","12.6%","6.7%","6.4%","9.2%","4.6%","1.9%","(X)","23.4%","79.2%","76.6%","72.2%","19.5%","15.7%","5,124,821","48.7%","51.3%","(X)","1,051,146","44.0%","56.0%","(X)","","6,691,878","97.3%","2.7%","97.3%","82.8%","9.5%","0.2%","0.0%","0.0%","0.0%","0.0%","2.3%","0.7%","0.5%","0.2%","0.1%","0.1%","0.2%","0.6%","0.1%","0.0%","0.0%","0.0%","0.0%","2.4%","2.7%","1.2%","0.4%","0.4%","0.1%","","6,691,878","85.2%","11.1%","0.7%","2.9%","0.2%","2.9%","","6,691,878","7.1%","5.4%","0.6%","0.1%","1.1%","92.9%","78.7%","9.4%","0.2%","2.3%","0.0%","0.2%","2.1%","0.1%","2.1%","(X)","","4,935,180","48.5%","51.5%"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,156,145","1,564,888","1,591,257","98.3","197,883","197,454","215,222","220,659","220,135","394,507","383,617","369,396","213,657","205,797","299,333","162,869","75,616","38.1","733,389","2,506,580","2,422,756","2,277,260","661,366","537,818","2,422,756","1,188,114","1,234,642","96.2","537,818","239,515","298,303","80.3","","3,156,145","3,086,877","69,268","3,086,877","2,846,099","115,137","11,494","603","153","264","1,964","79,971","12,415","13,121","5,029","1,494","6,717","11,705","29,490","3,463","541","561","348","2,013","30,713","69,268","30,402","9,285","13,266","1,951","","3,156,145","2,909,568","151,562","27,116","98,900","6,579","37,007","","3,156,145","191,473","155,179","7,792","1,714","26,788","2,964,672","2,695,583","113,562","9,710","79,643","2,945","4,000","59,229","493","58,736","1,409,568","","2,327,219","1,139,250","1,187,969"
"    Percent","","3,156,145","49.6%","50.4%","(X)","6.3%","6.3%","6.8%","7.0%","7.0%","12.5%","12.2%","11.7%","6.8%","6.5%","9.5%","5.2%","2.4%","(X)","23.2%","79.4%","76.8%","72.2%","21.0%","17.0%","2,422,756","49.0%","51.0%","(X)","537,818","44.5%","55.5%","(X)","","3,156,145","97.8%","2.2%","97.8%","90.2%","3.6%","0.4%","0.0%","0.0%","0.0%","0.1%","2.5%","0.4%","0.4%","0.2%","0.0%","0.2%","0.4%","0.9%","0.1%","0.0%","0.0%","0.0%","0.1%","1.0%","2.2%","1.0%","0.3%","0.4%","0.1%","","3,156,145","92.2%","4.8%","0.9%","3.1%","0.2%","1.2%","","3,156,145","6.1%","4.9%","0.2%","0.1%","0.8%","93.9%","85.4%","3.6%","0.3%","2.5%","0.1%","0.1%","1.9%","0.0%","1.9%","(X)","","2,327,219","49.0%","51.0%"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,911,510","1,449,745","1,461,765","99.2","186,990","190,475","208,695","204,915","209,009","376,422","359,447","339,683","189,925","183,758","264,050","134,355","63,786","37.1","705,151","2,284,670","2,206,359","2,076,218","570,444","462,191","2,206,359","1,090,789","1,115,570","97.8","462,191","207,120","255,071","81.2","","2,911,510","2,803,459","108,051","2,803,459","2,446,823","171,141","26,829","5,161","241","685","1,378","82,444","20,564","11,675","4,505","1,746","5,136","17,089","21,729","2,929","572","433","138","1,786","73,293","108,051","36,107","28,238","18,669","4,034","","2,911,510","2,544,721","218,001","64,801","107,317","8,989","83,074","","2,911,510","348,443","284,470","12,793","3,858","47,322","2,563,067","2,201,742","163,132","21,136","81,824","2,562","1,963","90,708","1,503","89,205","1,280,553","","2,091,514","1,032,265","1,059,249"
"    Percent","","2,911,510","49.8%","50.2%","(X)","6.4%","6.5%","7.2%","7.0%","7.2%","12.9%","12.3%","11.7%","6.5%","6.3%","9.1%","4.6%","2.2%","(X)","24.2%","78.5%","75.8%","71.3%","19.6%","15.9%","2,206,359","49.4%","50.6%","(X)","462,191","44.8%","55.2%","(X)","","2,911,510","96.3%","3.7%","96.3%","84.0%","5.9%","0.9%","0.2%","0.0%","0.0%","0.0%","2.8%","0.7%","0.4%","0.2%","0.1%","0.2%","0.6%","0.7%","0.1%","0.0%","0.0%","0.0%","0.1%","2.5%","3.7%","1.2%","1.0%","0.6%","0.1%","","2,911,510","87.4%","7.5%","2.2%","3.7%","0.3%","2.9%","","2,911,510","12.0%","9.8%","0.4%","0.1%","1.6%","88.0%","75.6%","5.6%","0.7%","2.8%","0.1%","0.1%","3.1%","0.1%","3.1%","(X)","","2,091,514","49.4%","50.6%"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,468,402","2,199,021","2,269,381","96.9","273,489","279,978","285,833","288,944","300,744","579,520","553,107","575,373","304,711","295,311","435,465","217,279","78,648","39.1","1,007,781","3,572,054","3,460,621","3,270,419","904,483","731,392","3,460,621","1,681,046","1,779,575","94.5","731,392","323,392","408,000","79.3","","4,468,402","4,360,384","108,018","4,360,384","3,875,023","354,761","8,470","2,926","665","106","110","65,300","14,340","13,302","6,224","4,806","5,148","5,819","15,661","4,943","610","1,264","209","2,860","51,887","108,018","55,367","13,712","14,891","2,456","","4,468,402","3,974,518","422,416","29,444","87,095","9,563","62,137","","4,468,402","161,506","85,810","15,876","14,655","45,165","4,306,896","3,776,055","349,542","6,878","64,830","4,003","8,661","96,927","2,713","94,214","1,995,187","","3,368,919","1,632,285","1,736,634"
"    Percent","","4,468,402","49.2%","50.8%","(X)","6.1%","6.3%","6.4%","6.5%","6.7%","13.0%","12.4%","12.9%","6.8%","6.6%","9.7%","4.9%","1.8%","(X)","22.6%","79.9%","77.4%","73.2%","20.2%","16.4%","3,460,621","48.6%","51.4%","(X)","731,392","44.2%","55.8%","(X)","","4,468,402","97.6%","2.4%","97.6%","86.7%","7.9%","0.2%","0.1%","0.0%","0.0%","0.0%","1.5%","0.3%","0.3%","0.1%","0.1%","0.1%","0.1%","0.4%","0.1%","0.0%","0.0%","0.0%","0.1%","1.2%","2.4%","1.2%","0.3%","0.3%","0.1%","","4,468,402","88.9%","9.5%","0.7%","1.9%","0.2%","1.4%","","4,468,402","3.6%","1.9%","0.4%","0.3%","1.0%","96.4%","84.5%","7.8%","0.2%","1.5%","0.1%","0.2%","2.2%","0.1%","2.1%","(X)","","3,368,919","48.5%","51.5%"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,659,978","2,276,530","2,383,448","95.5","301,857","297,439","317,930","308,126","308,893","645,255","589,714","567,313","303,589","299,252","434,897","211,869","73,844","37.3","1,097,585","3,682,861","3,562,393","3,360,765","896,927","720,610","3,562,393","1,712,995","1,849,398","92.6","720,610","315,499","405,111","77.9","","4,659,978","4,554,933","105,045","4,554,933","2,877,115","1,509,407","25,657","N","N","N","N","76,255","9,858","11,547","11,479","1,172","2,534","29,392","10,273","1,133","N","N","N","N","65,366","105,045","38,391","20,981","17,416","6,949","","4,659,978","2,966,465","1,565,302","58,123","101,220","6,181","75,404","","4,659,978","239,954","92,142","14,472","10,555","122,785","4,420,024","2,720,774","1,499,008","22,714","74,845","606","10,835","91,242","2,441","88,801","2,076,136","","3,459,079","1,655,923","1,803,156"
"    Percent","","4,659,978","48.9%","51.1%","(X)","6.5%","6.4%","6.8%","6.6%","6.6%","13.8%","12.7%","12.2%","6.5%","6.4%","9.3%","4.5%","1.6%","(X)","23.6%","79.0%","76.4%","72.1%","19.2%","15.5%","3,562,393","48.1%","51.9%","(X)","720,610","43.8%","56.2%","(X)","","4,659,978","97.7%","2.3%","97.7%","61.7%","32.4%","0.6%","N","N","N","N","1.6%","0.2%","0.2%","0.2%","0.0%","0.1%","0.6%","0.2%","0.0%","N","N","N","N","1.4%","2.3%","0.8%","0.5%","0.4%","0.1%","","4,659,978","63.7%","33.6%","1.2%","2.2%","0.1%","1.6%","","4,659,978","5.1%","2.0%","0.3%","0.2%","2.6%","94.9%","58.4%","32.2%","0.5%","1.6%","0.0%","0.2%","2.0%","0.1%","1.9%","(X)","","3,459,079","47.9%","52.1%"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,338,404","655,734","682,670","96.1","63,410","67,860","72,549","77,325","73,878","159,944","153,436","180,466","105,214","108,253","163,953","77,267","34,849","45.1","248,552","1,120,239","1,089,852","1,045,440","340,131","276,069","1,089,852","527,338","562,514","93.7","276,069","124,873","151,196","82.6","","1,338,404","1,308,385","30,019","1,308,385","1,261,453","18,954","8,566","N","N","N","N","15,683","2,629","3,305","2,544","1,259","1,811","1,930","2,205","465","N","N","N","N","3,264","30,019","6,727","11,857","5,967","367","","1,338,404","1,289,950","27,637","22,607","23,286","1,880","5,459","","1,338,404","22,411","7,270","6,248","2,234","6,659","1,315,993","1,245,001","18,501","8,204","15,356","89","1,315","27,527","461","27,066","746,592","","1,070,661","518,367","552,294"
"    Percent","","1,338,404","49.0%","51.0%","(X)","4.7%","5.1%","5.4%","5.8%","5.5%","12.0%","11.5%","13.5%","7.9%","8.1%","12.2%","5.8%","2.6%","(X)","18.6%","83.7%","81.4%","78.1%","25.4%","20.6%","1,089,852","48.4%","51.6%","(X)","276,069","45.2%","54.8%","(X)","","1,338,404","97.8%","2.2%","97.8%","94.3%","1.4%","0.6%","N","N","N","N","1.2%","0.2%","0.2%","0.2%","0.1%","0.1%","0.1%","0.2%","0.0%","N","N","N","N","0.2%","2.2%","0.5%","0.9%","0.4%","0.0%","","1,338,404","96.4%","2.1%","1.7%","1.7%","0.1%","0.4%","","1,338,404","1.7%","0.5%","0.5%","0.2%","0.5%","98.3%","93.0%","1.4%","0.6%","1.1%","0.0%","0.1%","2.1%","0.0%","2.0%","(X)","","1,070,661","48.4%","51.6%"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,042,718","2,930,350","3,112,368","94.2","361,435","364,571","385,477","379,728","384,168","826,526","775,079","822,740","418,074","393,879","546,442","276,084","108,515","38.8","1,338,355","4,852,950","4,704,363","4,474,732","1,165,504","931,041","4,704,363","2,246,001","2,458,362","91.4","931,041","401,479","529,562","75.8","","6,042,718","5,819,703","223,015","5,819,703","3,305,047","1,810,885","13,433","1,091","101","17","436","378,985","99,035","89,525","49,140","6,545","45,273","28,104","61,363","7,311","N","N","N","N","304,042","223,015","73,892","20,984","51,972","8,612","","6,042,718","3,489,566","1,932,303","60,221","459,537","15,994","335,682","","6,042,718","628,435","108,960","60,552","13,050","445,873","5,414,283","3,035,148","1,782,090","9,701","376,805","2,263","25,852","182,424","10,479","171,945","2,458,779","","4,320,150","2,055,984","2,264,166"
